gauge_id,Expected_Records,Available_File_Records,Valid_Records,Missing_Records,Missing_Percent,2012_2014_Expected_Records,2012_2014_Valid_Records,2012_2014_Missing_Records,2012_2014_Missing_Percent,
2140991,12418,10837,10745,1673,13.472,1096,1023,73,6.661,
7290650,12418,12784,10758,1660,13.368,1096,92,1004,91.606,
2350900,12418,10892,10800,1618,13.029,1096,1004,92,8.394,
2384540,12418,10928,10836,1582,12.74,1096,1004,92,8.394,
9505200,12418,12784,10887,1531,12.329,1096,1024,72,6.569,
2125000,12418,11231,10957,1461,11.765,1096,0,1096,100,
3450000,12418,12784,10991,1427,11.491,1096,1080,16,1.46,
7295000,12418,12784,11030,1388,11.177,1096,494,602,54.927,
4127918,12418,11323,11049,1369,11.024,1096,0,1096,100,
6775500,12418,11323,11049,1369,11.024,1096,0,1096,100,
6846500,12418,11323,11049,1369,11.024,1096,0,1096,100,
1434025,12418,11530,11073,1345,10.831,1096,639,457,41.697,
6479215,12418,11166,11074,1344,10.823,1096,1010,86,7.847,
4197170,12418,11537,11080,1338,10.775,1096,639,457,41.697,
8070200,12418,11202,11110,1308,10.533,1096,1054,42,3.832,
12043000,12418,12784,11171,1247,10.042,1096,1096,0,0,
12144000,12418,11292,11200,1218,9.808,1096,1096,0,0,
9035800,12418,11596,11322,1096,8.826,1096,0,1096,100,
2430615,12418,11596,11322,1096,8.826,1096,0,1096,100,
6043500,12418,12784,11322,1096,8.826,1096,1017,79,7.208,
14216500,12418,11415,11323,1095,8.818,1096,1004,92,8.394,
12143600,12418,11415,11323,1095,8.818,1096,1096,0,0,
14096850,12418,11415,11323,1095,8.818,1096,1013,83,7.573,
2342933,12418,11602,11328,1090,8.778,1096,0,1096,100,
11299600,12418,11453,11361,1057,8.512,1096,1096,0,0,
1518862,12418,11476,11384,1034,8.327,1096,1018,78,7.117,
14362250,12418,11507,11415,1003,8.077,1096,1096,0,0,
14306340,12418,11507,11415,1003,8.077,1096,1024,72,6.569,
14303200,12418,11507,11415,1003,8.077,1096,1010,86,7.847,
3238500,12418,11704,11430,988,7.956,1096,16,1080,98.54,
6441500,12418,12769,11447,971,7.819,1096,1059,37,3.376,
2235200,12418,12449,11548,870,7.006,1096,1004,92,8.394,
2464146,12418,12383,11561,857,6.901,1096,1096,0,0,
3187500,12418,12784,11571,847,6.821,1096,674,422,38.504,
2216180,12418,11688,11596,822,6.619,1096,1004,92,8.394,
1195100,12418,12111,11654,764,6.152,1096,639,457,41.697,
8025500,12418,12784,11687,731,5.887,1096,1073,23,2.099,
4233000,12418,11962,11688,730,5.879,1096,274,822,75,
1586610,12418,11780,11688,730,5.879,1096,1004,92,8.394,
12377150,12418,11780,11688,730,5.879,1096,1072,24,2.19,
8178880,12418,11780,11688,730,5.879,1096,1009,87,7.938,
12375900,12418,11782,11690,728,5.862,1096,1023,73,6.661,
12381400,12418,11783,11691,727,5.854,1096,1072,24,2.19,
12374250,12418,11841,11719,699,5.629,1096,1053,43,3.923,
3066000,12418,12784,11765,653,5.258,1096,717,379,34.58,
14092750,12418,11872,11780,638,5.138,1096,1010,86,7.847,
3592718,12418,12382,11898,520,4.187,1096,484,612,55.839,
7226500,12418,12230,11956,462,3.72,1096,542,554,50.547,
1118300,12418,12784,11961,457,3.68,1096,639,457,41.697,
1121000,12418,12784,11961,457,3.68,1096,639,457,41.697,
1187300,12418,12784,11961,457,3.68,1096,639,457,41.697,
6408700,12418,12114,12022,396,3.189,1096,1012,84,7.664,
12141300,12418,12784,12052,366,2.947,1096,1034,62,5.657,
1413500,12418,12784,12053,365,2.939,1096,639,457,41.697,
1435000,12418,12784,12053,365,2.939,1096,639,457,41.697,
1365000,12418,12784,12053,365,2.939,1096,639,457,41.697,
9497800,12418,12784,12053,365,2.939,1096,1096,0,0,
1414500,12418,12784,12053,365,2.939,1096,639,457,41.697,
1123000,12418,12784,12053,365,2.939,1096,639,457,41.697,
3281500,12418,12784,12053,365,2.939,1096,639,457,41.697,
1350000,12418,12784,12053,365,2.939,1096,639,457,41.697,
3285000,12418,12784,12053,365,2.939,1096,639,457,41.697,
1423000,12418,12784,12053,365,2.939,1096,639,457,41.697,
12025000,12418,12784,12053,365,2.939,1096,1096,0,0,
2051000,12418,12784,12053,365,2.939,1096,1068,28,2.555,
7376000,12418,12784,12053,365,2.939,1096,1026,70,6.387,
3280700,12418,12784,12053,365,2.939,1096,639,457,41.697,
2178400,12418,12784,12053,365,2.939,1096,659,437,39.872,
1415000,12418,12784,12053,365,2.939,1096,639,457,41.697,
1350140,12418,12784,12053,365,2.939,1096,639,457,41.697,
10258000,12418,12784,12053,365,2.939,1096,1096,0,0,
9480000,12418,12327,12053,365,2.939,1096,639,457,41.697,
3364500,12418,12784,12053,365,2.939,1096,639,457,41.697,
2310947,12418,12784,12053,365,2.939,1096,1004,92,8.394,
3180500,12418,12340,12066,352,2.835,1096,652,444,40.511,
3213700,12418,12784,12073,345,2.778,1096,659,437,39.872,
2111500,12418,12784,12074,344,2.77,1096,660,436,39.781,
1632900,12418,12784,12075,343,2.762,1096,661,435,39.69,
1605500,12418,12784,12075,343,2.762,1096,661,435,39.69,
3182500,12418,12784,12087,331,2.665,1096,673,423,38.595,
3186500,12418,12784,12088,330,2.657,1096,674,422,38.504,
1606500,12418,12784,12088,330,2.657,1096,674,422,38.504,
3368000,12418,12784,12089,329,2.649,1096,675,421,38.412,
3069500,12418,12784,12090,328,2.641,1096,676,420,38.321,
1669520,12418,12193,12101,317,2.553,1096,1017,79,7.208,
3357350,12418,12784,12101,317,2.553,1096,687,409,37.318,
3340800,12418,12784,12102,316,2.545,1096,688,408,37.226,
9447800,12418,12206,12114,304,2.448,1096,1096,0,0,
1632000,12418,12784,12116,302,2.432,1096,702,394,35.949,
3070500,12418,12784,12133,285,2.295,1096,719,377,34.398,
4161580,12418,12450,12176,242,1.949,1096,762,334,30.474,
8176900,12418,12784,12203,215,1.731,1096,957,139,12.682,
1411300,12418,12784,12256,162,1.305,1096,842,254,23.175,
3300400,12418,12784,12267,151,1.216,1096,1096,0,0,
3366500,12418,12784,12269,149,1.2,1096,855,241,21.989,
5087500,12418,12784,12271,147,1.184,1096,1020,76,6.934,
1510000,12418,12784,12326,92,0.741,1096,1004,92,8.394,
2202600,12418,12740,12326,92,0.741,1096,1004,92,8.394,
8079600,12418,12784,12326,92,0.741,1096,1096,0,0,
1466500,12418,12784,12360,58,0.467,1096,946,150,13.686,
6911900,12418,12784,12363,55,0.443,1096,1041,55,5.018,
6919500,12418,12784,12365,53,0.427,1096,1096,0,0,
2231342,12418,12784,12370,48,0.387,1096,978,118,10.766,
7151500,12418,12784,12409,9,0.072,1096,1039,57,5.201,
7373000,12418,12784,12417,1,0.008,1096,1079,17,1.551,
10173450,12418,12784,12417,1,0.008,1096,1005,91,8.303,
3161000,12418,12784,12417,1,0.008,1096,1011,85,7.755,
1613050,12418,12784,12417,1,0.008,1096,1096,0,0,
3159540,12418,12784,12417,1,0.008,1096,1076,20,1.825,
2011400,12418,12784,12418,0,0,1096,1038,58,5.292,
1013500,12418,12784,12418,0,0,1096,1004,92,8.394,
3479000,12418,12784,12418,0,0,1096,1011,85,7.755,
12041200,12418,12784,12418,0,0,1096,1053,43,3.923,
1440000,12418,12784,12418,0,0,1096,1096,0,0,
10259200,12418,12784,12418,0,0,1096,1096,0,0,
1170100,12418,12784,12418,0,0,1096,1067,29,2.646,
14138800,12418,12784,12418,0,0,1096,1079,17,1.551,
8086212,12418,12784,12418,0,0,1096,1096,0,0,
12488500,12418,12784,12418,0,0,1096,1096,0,0,
5393500,12418,12784,12418,0,0,1096,1032,64,5.839,
8195000,12418,12784,12418,0,0,1096,1096,0,0,
2450250,12418,12784,12418,0,0,1096,1096,0,0,
1567500,12418,12784,12418,0,0,1096,1096,0,0,
6910800,12418,12784,12418,0,0,1096,1096,0,0,
6784000,12418,12784,12418,0,0,1096,1066,30,2.737,
1139000,12418,12784,12418,0,0,1096,1066,30,2.737,
11148900,12418,12784,12418,0,0,1096,1096,0,0,
1057000,12418,12784,12418,0,0,1096,1096,0,0,
11176400,12418,12784,12418,0,0,1096,1096,0,0,
2013000,12418,12784,12418,0,0,1096,1096,0,0,
5489000,12418,12784,12418,0,0,1096,1058,38,3.467,
12115000,12418,12784,12418,0,0,1096,1096,0,0,
1634500,12418,12784,12418,0,0,1096,1018,78,7.117,
12175500,12418,12784,12418,0,0,1096,1096,0,0,
3291780,12418,12784,12418,0,0,1096,1096,0,0,
5593900,12418,12784,12418,0,0,1096,1096,0,0,
7083000,12418,12784,12418,0,0,1096,1011,85,7.755,
7057500,12418,12784,12418,0,0,1096,1096,0,0,
9505350,12418,12784,12418,0,0,1096,1096,0,0,
5444000,12418,12784,12418,0,0,1096,1096,0,0,
6278300,12418,12784,12418,0,0,1096,1020,76,6.934,
14154500,12418,12784,12418,0,0,1096,1096,0,0,
1568000,12418,12784,12418,0,0,1096,1065,31,2.828,
13235000,12418,12784,12418,0,0,1096,1096,0,0,
7301500,12418,12784,12418,0,0,1096,1096,0,0,
5414000,12418,12784,12418,0,0,1096,1004,92,8.394,
11476600,12418,12784,12418,0,0,1096,1013,83,7.573,
14166500,12418,12784,12418,0,0,1096,1096,0,0,
2296500,12418,12784,12418,0,0,1096,1017,79,7.208,
4256000,12418,12784,12418,0,0,1096,1004,92,8.394,
1440400,12418,12784,12418,0,0,1096,1088,8,0.73,
14301000,12418,12784,12418,0,0,1096,1011,85,7.755,
5584500,12418,12784,12418,0,0,1096,1025,71,6.478,
12189500,12418,12784,12418,0,0,1096,1068,28,2.555,
7197000,12418,12784,12418,0,0,1096,1074,22,2.007,
3015500,12418,12784,12418,0,0,1096,1096,0,0,
2017500,12418,12784,12418,0,0,1096,1010,86,7.847,
1137500,12418,12784,12418,0,0,1096,1024,72,6.569,
4015330,12418,12784,12418,0,0,1096,1011,85,7.755,
5593575,12418,12784,12418,0,0,1096,1096,0,0,
8200000,12418,12784,12418,0,0,1096,1096,0,0,
11264500,12418,12784,12418,0,0,1096,1096,0,0,
7060710,12418,12784,12418,0,0,1096,1018,78,7.117,
11180960,12418,12784,12418,0,0,1096,1053,43,3.923,
1047000,12418,12784,12418,0,0,1096,1096,0,0,
10244950,12418,12784,12418,0,0,1096,1096,0,0,
3237280,12418,12784,12418,0,0,1096,1096,0,0,
6404000,12418,12784,12418,0,0,1096,1004,92,8.394,
1169000,12418,12784,12418,0,0,1096,1067,29,2.646,
6903400,12418,12784,12418,0,0,1096,1004,92,8.394,
5507600,12418,12784,12418,0,0,1096,1096,0,0,
5591550,12418,12734,12418,0,0,1096,1096,0,0,
8175000,12418,12784,12418,0,0,1096,1096,0,0,
2298608,12418,12784,12418,0,0,1096,1012,84,7.664,
8267500,12418,12784,12418,0,0,1096,1012,84,7.664,
5056000,12418,12784,12418,0,0,1096,1010,86,7.847,
12147600,12418,12784,12418,0,0,1096,1096,0,0,
12178100,12418,12784,12418,0,0,1096,1096,0,0,
2070000,12418,12784,12418,0,0,1096,1074,22,2.007,
6339100,12418,12784,12418,0,0,1096,1013,83,7.573,
8109700,12418,12784,12418,0,0,1096,1096,0,0,
11481200,12418,12784,12418,0,0,1096,1039,57,5.201,
4045500,12418,12784,12418,0,0,1096,1033,63,5.748,
12447390,12418,12784,12418,0,0,1096,1096,0,0,
9223000,12418,12784,12418,0,0,1096,1075,21,1.916,
1667500,12418,12784,12418,0,0,1096,1075,21,1.916,
7066000,12418,12784,12418,0,0,1096,1096,0,0,
12013500,12418,12784,12418,0,0,1096,1080,16,1.46,
12147500,12418,12784,12418,0,0,1096,1096,0,0,
1144000,12418,12784,12418,0,0,1096,1020,76,6.934,
14137000,12418,12780,12418,0,0,1096,1085,11,1.004,
12411000,12418,12784,12418,0,0,1096,1096,0,0,
9066200,12418,12784,12418,0,0,1096,1006,90,8.212,
2299950,12418,12784,12418,0,0,1096,1010,86,7.847,
4296000,12418,12784,12418,0,0,1096,1053,43,3.923,
6344600,12418,12784,12418,0,0,1096,1012,84,7.664,
5525500,12418,12784,12418,0,0,1096,1046,50,4.562,
7375000,12418,12784,12418,0,0,1096,1079,17,1.551,
5412500,12418,12784,12418,0,0,1096,1096,0,0,
1549500,12418,12784,12418,0,0,1096,1051,45,4.106,
2056900,12418,12784,12418,0,0,1096,1072,24,2.19,
7071500,12418,12784,12418,0,0,1096,1096,0,0,
2422500,12418,12784,12418,0,0,1096,1004,92,8.394,
2381600,12418,12784,12418,0,0,1096,1067,29,2.646,
9404450,12418,12784,12418,0,0,1096,1009,87,7.938,
11381500,12418,12784,12418,0,0,1096,1096,0,0,
1544500,12418,12784,12418,0,0,1096,1096,0,0,
12117000,12418,12784,12418,0,0,1096,1058,38,3.467,
11266500,12418,12784,12418,0,0,1096,1096,0,0,
1669000,12418,12784,12418,0,0,1096,1010,86,7.847,
3604000,12418,12784,12418,0,0,1096,1082,14,1.277,
3011800,12418,12784,12418,0,0,1096,1025,71,6.478,
1162500,12418,12784,12418,0,0,1096,1037,59,5.383,
7148400,12418,12784,12418,0,0,1096,1096,0,0,
2479300,12418,12784,12418,0,0,1096,1096,0,0,
9494000,12418,12784,12418,0,0,1096,1096,0,0,
8014500,12418,12784,12418,0,0,1096,1038,58,5.292,
13011900,12418,12784,12418,0,0,1096,1096,0,0,
13011500,12418,12784,12418,0,0,1096,1096,0,0,
1516500,12418,12784,12418,0,0,1096,1069,27,2.464,
8164300,12418,12784,12418,0,0,1096,1096,0,0,
8378500,12418,12784,12418,0,0,1096,1096,0,0,
2016000,12418,12784,12418,0,0,1096,1004,92,8.394,
13340600,12418,12784,12418,0,0,1096,1011,85,7.755,
2027500,12418,12784,12418,0,0,1096,1067,29,2.646,
4027000,12418,12784,12418,0,0,1096,1025,71,6.478,
10396000,12418,12784,12418,0,0,1096,1072,24,2.19,
1539000,12418,12784,12418,0,0,1096,1096,0,0,
6803510,12418,12784,12418,0,0,1096,1024,72,6.569,
11180500,12418,12784,12418,0,0,1096,1096,0,0,
12025700,12418,12784,12418,0,0,1096,1096,0,0,
11528700,12418,12784,12418,0,0,1096,1096,0,0,
1580000,12418,12784,12418,0,0,1096,1080,16,1.46,
2479155,12418,12784,12418,0,0,1096,1054,42,3.832,
14309500,12418,12784,12418,0,0,1096,1096,0,0,
2469800,12418,12784,12418,0,0,1096,1004,92,8.394,
1548500,12418,12784,12418,0,0,1096,1051,45,4.106,
1052500,12418,12784,12418,0,0,1096,1096,0,0,
9034900,12418,12784,12418,0,0,1096,1024,72,6.569,
12010000,12418,12784,12418,0,0,1096,1096,0,0,
12054000,12418,12784,12418,0,0,1096,1096,0,0,
12082500,12418,12784,12418,0,0,1096,1004,92,8.394,
6889500,12418,12784,12418,0,0,1096,1096,0,0,
1620500,12418,12784,12418,0,0,1096,1039,57,5.201,
8066200,12418,12784,12418,0,0,1096,1073,23,2.099,
5120500,12418,12784,12418,0,0,1096,1096,0,0,
9306242,12418,12784,12418,0,0,1096,1069,27,2.464,
2015700,12418,12784,12418,0,0,1096,1065,31,2.828,
9210500,12418,12784,12418,0,0,1096,1096,0,0,
5592050,12418,12784,12418,0,0,1096,1014,82,7.482,
2111180,12418,12784,12418,0,0,1096,1004,92,8.394,
8164600,12418,12784,12418,0,0,1096,1074,22,2.007,
3488000,12418,12784,12418,0,0,1096,1096,0,0,
6746095,12418,12784,12418,0,0,1096,1010,86,7.847,
11451100,12418,12784,12418,0,0,1096,1096,0,0,
5585000,12418,12784,12418,0,0,1096,1096,0,0,
5408000,12418,12784,12418,0,0,1096,1004,92,8.394,
6224000,12418,12784,12418,0,0,1096,1011,85,7.755,
7291000,12418,12784,12418,0,0,1096,1012,84,7.664,
2177000,12418,12784,12418,0,0,1096,1025,71,6.478,
12020000,12418,12784,12418,0,0,1096,1082,14,1.277,
2464000,12418,12784,12418,0,0,1096,1096,0,0,
6921070,12418,12784,12418,0,0,1096,1096,0,0,
2081500,12418,12784,12418,0,0,1096,1031,65,5.931,
10259000,12418,12784,12418,0,0,1096,1096,0,0,
4122500,12418,12784,12418,0,0,1096,1096,0,0,
1139800,12418,12784,12418,0,0,1096,1053,43,3.923,
10263500,12418,12784,12418,0,0,1096,1025,71,6.478,
11284400,12418,12784,12418,0,0,1096,1096,0,0,
10258500,12418,12784,12418,0,0,1096,1096,0,0,
10249300,12418,12784,12418,0,0,1096,1055,41,3.741,
6447500,12418,12784,12418,0,0,1096,1005,91,8.303,
4056500,12418,12784,12418,0,0,1096,1033,63,5.748,
5399500,12418,12780,12418,0,0,1096,1010,86,7.847,
1639500,12418,12784,12418,0,0,1096,1096,0,0,
6452000,12418,12780,12418,0,0,1096,1025,71,6.478,
8377900,12418,12784,12418,0,0,1096,1011,85,7.755,
5057200,12418,12784,12418,0,0,1096,1033,63,5.748,
4122200,12418,12784,12418,0,0,1096,1004,92,8.394,
2472500,12418,12784,12418,0,0,1096,1011,85,7.755,
2038850,12418,12784,12418,0,0,1096,1011,85,7.755,
2112360,12418,12692,12418,0,0,1096,1004,92,8.394,
6464500,12418,12784,12418,0,0,1096,1030,66,6.022,
3455500,12418,12784,12418,0,0,1096,1004,92,8.394,
1550000,12418,12784,12418,0,0,1096,1071,25,2.281,
3384450,12418,12784,12418,0,0,1096,1096,0,0,
2312200,12418,12784,12418,0,0,1096,1005,91,8.303,
13240000,12418,12784,12418,0,0,1096,1096,0,0,
8104900,12418,12784,12418,0,0,1096,1096,0,0,
9510200,12418,12784,12418,0,0,1096,1096,0,0,
2297310,12418,12784,12418,0,0,1096,1017,79,7.208,
14400000,12418,12784,12418,0,0,1096,1096,0,0,
12358500,12418,12784,12418,0,0,1096,1004,92,8.394,
11230500,12418,12692,12418,0,0,1096,1004,92,8.394,
1030500,12418,12784,12418,0,0,1096,1004,92,8.394,
6921200,12418,12784,12418,0,0,1096,1096,0,0,
11237500,12418,12692,12418,0,0,1096,1004,92,8.394,
14325000,12418,12784,12418,0,0,1096,1096,0,0,
8269000,12418,12784,12418,0,0,1096,1011,85,7.755,
2369800,12418,12784,12418,0,0,1096,1004,92,8.394,
8165300,12418,12784,12418,0,0,1096,1096,0,0,
2472000,12418,12784,12418,0,0,1096,1096,0,0,
3173000,12418,12784,12418,0,0,1096,1096,0,0,
6814000,12418,12784,12418,0,0,1096,1096,0,0,
14222500,12418,12784,12418,0,0,1096,1096,0,0,
14236200,12418,12784,12418,0,0,1096,1026,70,6.387,
7208500,12418,12784,12418,0,0,1096,1010,86,7.847,
11224500,12418,12784,12418,0,0,1096,1096,0,0,
3574500,12418,12784,12418,0,0,1096,1096,0,0,
12145500,12418,12784,12418,0,0,1096,1096,0,0,
14306500,12418,12784,12418,0,0,1096,1096,0,0,
9430600,12418,12784,12418,0,0,1096,1066,30,2.737,
12056500,12418,12784,12418,0,0,1096,1082,14,1.277,
7261000,12418,12784,12418,0,0,1096,1031,65,5.931,
3049000,12418,12784,12418,0,0,1096,1081,15,1.369,
4063700,12418,12784,12418,0,0,1096,1009,87,7.938,
2102908,12418,12784,12418,0,0,1096,1004,92,8.394,
6477500,12418,12783,12418,0,0,1096,1012,84,7.664,
1552000,12418,12784,12418,0,0,1096,1093,3,0.274,
1666500,12418,12784,12418,0,0,1096,1079,17,1.551,
1644000,12418,12784,12418,0,0,1096,1019,77,7.026,
1485500,12418,12784,12418,0,0,1096,1096,0,0,
1547700,12418,12784,12418,0,0,1096,1096,0,0,
6888500,12418,12784,12418,0,0,1096,1096,0,0,
1591400,12418,12784,12418,0,0,1096,1005,91,8.303,
2479560,12418,12784,12418,0,0,1096,1004,92,8.394,
1031500,12418,12784,12418,0,0,1096,1004,92,8.394,
3471500,12418,12784,12418,0,0,1096,1096,0,0,
2297155,12418,12784,12418,0,0,1096,1065,31,2.828,
8070000,12418,12784,12418,0,0,1096,1096,0,0,
3241500,12418,12784,12418,0,0,1096,1025,71,6.478,
8158700,12418,12784,12418,0,0,1096,1018,78,7.117,
4213000,12418,12784,12418,0,0,1096,1058,38,3.467,
11124500,12418,12784,12418,0,0,1096,1026,70,6.387,
2246000,12418,12784,12418,0,0,1096,1072,24,2.19,
7014500,12418,12784,12418,0,0,1096,1096,0,0,
9512280,12418,12510,12418,0,0,1096,1096,0,0,
2361000,12418,12784,12418,0,0,1096,1004,92,8.394,
13338500,12418,12784,12418,0,0,1096,1096,0,0,
5413500,12418,12784,12418,0,0,1096,1004,92,8.394,
2143000,12418,12784,12418,0,0,1096,1081,15,1.369,
5501000,12418,12784,12418,0,0,1096,1096,0,0,
2082950,12418,12784,12418,0,0,1096,1004,92,8.394,
6622700,12418,12784,12418,0,0,1096,1004,92,8.394,
11253310,12418,12784,12418,0,0,1096,1096,0,0,
2481510,12418,12784,12418,0,0,1096,1011,85,7.755,
3460000,12418,12784,12418,0,0,1096,1080,16,1.46,
2152100,12418,12784,12418,0,0,1096,1096,0,0,
3078000,12418,12784,12418,0,0,1096,1096,0,0,
3140000,12418,12784,12418,0,0,1096,1096,0,0,
1073000,12418,12784,12418,0,0,1096,1013,83,7.573,
2430085,12418,12784,12418,0,0,1096,1096,0,0,
6352000,12418,12784,12418,0,0,1096,1053,43,3.923,
3021350,12418,12784,12418,0,0,1096,1025,71,6.478,
13313000,12418,12784,12418,0,0,1096,1096,0,0,
14182500,12418,12784,12418,0,0,1096,1023,73,6.661,
8013000,12418,12784,12418,0,0,1096,1075,21,1.916,
13340000,12418,12784,12418,0,0,1096,1096,0,0,
14138870,12418,12784,12418,0,0,1096,1011,85,7.755,
9492400,12418,12784,12418,0,0,1096,1096,0,0,
7067000,12418,12784,12418,0,0,1096,1096,0,0,
6354000,12418,12784,12418,0,0,1096,1039,57,5.201,
11473900,12418,12784,12418,0,0,1096,1033,63,5.748,
1439500,12418,12784,12418,0,0,1096,1026,70,6.387,
4105700,12418,12784,12418,0,0,1096,1096,0,0,
3026500,12418,12784,12418,0,0,1096,1096,0,0,
8066300,12418,12784,12418,0,0,1096,1096,0,0,
8194200,12418,12784,12418,0,0,1096,1096,0,0,
1596500,12418,12784,12418,0,0,1096,1004,92,8.394,
5595730,12418,12784,12418,0,0,1096,1096,0,0,
7145700,12418,12784,12418,0,0,1096,1096,0,0,
2371500,12418,12784,12418,0,0,1096,1025,71,6.478,
9505800,12418,12784,12418,0,0,1096,1096,0,0,
7195800,12418,12784,12418,0,0,1096,1062,34,3.102,
9352900,12418,12784,12418,0,0,1096,1013,83,7.573,
2092500,12418,12784,12418,0,0,1096,1004,92,8.394,
10336660,12418,12784,12418,0,0,1096,1046,50,4.562,
2118500,12418,12784,12418,0,0,1096,1096,0,0,
7315700,12418,12784,12418,0,0,1096,1096,0,0,
9047700,12418,12784,12418,0,0,1096,1096,0,0,
12114500,12418,12784,12418,0,0,1096,1096,0,0,
12167000,12418,12784,12418,0,0,1096,1096,0,0,
4185000,12418,12784,12418,0,0,1096,1024,72,6.569,
2053200,12418,12784,12418,0,0,1096,1096,0,0,
6479438,12418,12784,12418,0,0,1096,1010,86,7.847,
6311000,12418,12784,12418,0,0,1096,1041,55,5.018,
3144000,12418,12784,12418,0,0,1096,1096,0,0,
2327100,12418,12784,12418,0,0,1096,1009,87,7.938,
2069700,12418,12784,12418,0,0,1096,1074,22,2.007,
10336645,12418,12596,12418,0,0,1096,1046,50,4.562,
3500240,12418,12784,12418,0,0,1096,1025,71,6.478,
8101000,12418,12784,12418,0,0,1096,1046,50,4.562,
6632400,12418,12784,12418,0,0,1096,1004,92,8.394,
5487980,12418,12784,12418,0,0,1096,1024,72,6.569,
13083000,12418,12784,12418,0,0,1096,1096,0,0,
2245500,12418,12784,12418,0,0,1096,1018,78,7.117,
2149000,12418,12784,12418,0,0,1096,1096,0,0,
9378630,12418,12784,12418,0,0,1096,1031,65,5.931,
5131500,12418,12784,12418,0,0,1096,1096,0,0,
2408540,12418,12516,12418,0,0,1096,1004,92,8.394,
1484100,12418,12784,12418,0,0,1096,1005,91,8.303,
14138900,12418,12784,12418,0,0,1096,1017,79,7.208,
14316700,12418,12784,12418,0,0,1096,1096,0,0,
1078000,12418,12784,12418,0,0,1096,1047,49,4.471,
10172700,12418,12784,12418,0,0,1096,1096,0,0,
10172800,12418,12784,12418,0,0,1096,1096,0,0,
6878000,12418,12784,12418,0,0,1096,1096,0,0,
3463300,12418,12784,12418,0,0,1096,1011,85,7.755,
12040500,12418,12784,12418,0,0,1096,1053,43,3.923,
6453600,12418,12784,12418,0,0,1096,1012,84,7.664,
1451800,12418,12784,12418,0,0,1096,1068,28,2.555,
