gauge_id,p_mean,pet_mean,frac_snow,aridity,high_prec_freq,high_prec_dur,gauge_lat,gauge_lon,elev_mean,slope_mean,area_gages2,soil_depth_pelletier,soil_porosity,soil_conductivity,sand_frac,clay_frac,frac_forest,lai_max,lai_diff,gvf_max,gvf_diff,q_mean,runoff_ratio,baseflow_index,stream_elas,carbonate_rocks_frac,geol_permeability
1181000,3.815023956,2.266098741,0.217563041,0.593993319,20.4,1.159090909,42.23731,-72.89565,417.93,33.2844,243.5,5.0275,0.43235482,2.039482848,47.7674734,12.18011645,0.9944,5.385990011,4.703243126,0.903143493,0.481896141,2.151425364,0.563934955,0.491211973,1.264258571,0.002995176,-14.1061
1187300,3.950607803,2.280597782,0.201269336,0.577277699,21.15,1.181564246,42.03732,-72.93899,309.1,38.2676,53.92,6.956521739,0.433983214,1.858861767,47.01299173,11.50902197,0.9932,5.397198985,4.535364372,0.891263567,0.414442438,2.00228137,0.506828688,0.44472293,0.6666795,0,-14.8804
1195100,3.682481862,2.353993196,0.106042892,0.639240948,22.6,1.280453258,41.30593,-72.5312,19.17,7.9307,14.84,14.44,0.417038235,3.09007932,58.88847572,9.53958967,0.9171,5.469579471,4.831464812,0.907067965,0.497049297,1.622353782,0.440559884,0.517895405,1.183608882,0,-14.1
1333000,3.704639288,2.212718385,0.222244968,0.597283085,19,1.210191083,42.70897,-73.19677,485.91,74.78725,112.16,2.837837838,0.445119708,1.542100935,38.44172933,14.30550409,0.9844,5.010562168,4.424147195,0.89490959,0.51914667,2.068089608,0.558243178,0.55280724,1.580211096,0.312362724,-13.3765
1350000,3.86979603,2.246002067,0.231159658,0.580392881,20.4,1.172413793,42.31953,-74.43654,612.78,88.25169,612.51,1.924089069,0.453190114,1.265259338,33.15468082,12.78443068,0.9966,5.05258398,4.338213735,0.886759765,0.465373102,2.107518389,0.544607099,0.454634129,1.564264375,0,-15.2049
1350080,3.492825462,2.239032772,0.221156578,0.641037692,20,1.166180758,42.37703,-74.41292,587.35,60.00338,83.84,3.054794521,0.451886963,1.268097499,33.349078,13.80884377,0.994,5.013337258,4.144402116,0.877524311,0.429201487,1.534578498,0.439351612,0.492301448,1.338659661,0,-15.3774
1350140,3.501422313,2.240501054,0.219859027,0.639883126,18.4,1.179487179,42.42897,-74.47293,579.74,61.8248,43.76,3.222222222,0.46182318,1.06054056,22.78097141,13.58657719,0.991,5.045958479,4.268878933,0.886644695,0.459899742,1.499652704,0.428298151,0.459146755,1.179226741,0,-15.8034
1365000,4.211436003,2.302954305,0.202270211,0.546833504,19.4,1.172205438,41.86648,-74.4871,465.17,51.87268,99.57,0.964705882,0.462963031,1.07409636,26.21848204,12.99114864,1,5.240053935,4.632726683,0.902036827,0.502087052,2.719211093,0.645673136,0.554875052,1.309946046,0,-15.2
1411300,3.175449692,2.534943929,0.048094855,0.79829447,22.85,1.33625731,39.30694,-74.82056,15.25,2.0326,79.32,49.296,0.40786963,3.459901727,39.68933797,5.837615946,0.8487,5.353999055,4.574302867,0.893805808,0.440481796,1.188185991,0.374178811,0.724230437,1.050374095,0,-13
1413500,3.832546201,2.234765435,0.216908034,0.583102021,18.7,1.154320988,42.14481,-74.65349,724.51,69.6517,424.1,1.494252874,0.454590908,1.240832465,31.4215726,14.12566114,0.9974,4.862055568,4.308753036,0.882832411,0.523567907,1.959340071,0.511237169,0.530017057,1.212595532,0,-15.1998
1414500,3.979971253,2.229746119,0.216628505,0.560241765,19.35,1.162162162,42.1062,-74.73043,775.58,59.57585,64.45,1.063636364,0.462187414,1.089078881,25.05590543,12.77161598,1,5.089838653,4.55250318,0.888611918,0.524892152,2.239577811,0.562712057,0.530299154,1.161063061,0,-15.2
1415000,3.773122519,2.237511444,0.213452185,0.593013196,18.3,1.180645161,42.12009,-74.81849,604.34,64.53263,85.63,2.181818182,0.454943729,1.248568979,31.30062846,15.1604822,1,4.764848731,4.22083492,0.876677801,0.522300698,1.809878082,0.479676468,0.509840196,1.262669563,0,-15.2
1423000,3.703760438,2.226759959,0.217830298,0.601215979,15.95,1.16,42.1662,-75.13989,593.67,49.86765,859.68,2.435565155,0.449091907,1.376533511,35.54869532,14.67282627,0.9854,4.327719174,3.798575782,0.859112741,0.525288841,1.840687847,0.496978106,0.522809848,1.479674867,0,-15.1997
1434025,4.437002053,2.272434374,0.237813731,0.512155358,19.15,1.178461538,41.99537,-74.50099,729.33,59.4071,9.7,0.833333333,0.464777927,1.043915853,25.07550536,12.47258091,1,5.143147348,4.649483013,0.894837677,0.541983527,2.816439582,0.634761839,0.493758124,0.738849584,0,-15.2
1435000,4.317653662,2.29707295,0.223616269,0.532018807,19.5,1.167664671,41.89009,-74.58988,560.05,54.94492,172.46,1.12,0.459799234,1.130887342,28.25034296,13.74399602,1,5.203120359,4.644765532,0.898253636,0.51975401,2.967315458,0.687251848,0.540275165,1.246484253,0,-15.1995
1439500,3.683258042,2.34455796,0.163765229,0.636544585,20,1.194029851,41.08815,-75.03767,307.06,22.25987,305.88,3.073770492,0.441740259,1.659095312,40.97317987,13.72385169,0.997,5.173878417,4.65243877,0.890052775,0.533022343,2.02736445,0.550426939,0.58446711,1.160536673,0,-15.2772
1440000,3.549893224,2.343015893,0.147767408,0.660024329,20.3,1.237804878,41.10667,-74.95222,234.2,28.80165,167.72,4.186131387,0.440099538,1.74997097,32.95325403,11.14054718,0.908,5.283248892,4.757701793,0.896403759,0.534910927,1.797090745,0.506237971,0.589172276,0.953120109,0.149521985,-14.227
1440400,3.753351129,2.336390335,0.172223371,0.622481152,20.4,1.179190751,41.08481,-75.21462,334.06,26.46515,175.21,2.487632509,0.44758758,1.4455479,36.5670825,14.83017067,0.9933,5.204995635,4.650073265,0.895056492,0.516361698,2.069011433,0.551243772,0.562586937,1.147147039,0,-14.8732
1451800,3.503207392,2.418850856,0.128362666,0.690467502,23.8,1.233160622,40.66176,-75.62685,180.41,14.8941,135.84,1.037037037,0.452859,1.243021587,32.12866245,17.61702514,0.4915,2.055260002,1.718289917,0.691312678,0.421700869,1.759909227,0.502370836,0.477158376,1.548397182,0.00281193,-16.2182
1466500,3.539837098,3.059820849,0.06266177,0.864395949,23.45,1.257372654,39.885,-74.50528,38.94,2.53456,5.38,49.63636364,0.377516726,7.95458309,83.36642604,3.180636489,1,4.196265225,2.759381207,0.82315865,0.236725954,0.853261967,0.241045546,0.837326882,0.225541509,0,-13
1484100,3.321273101,2.602614374,0.042571686,0.783619502,23.45,1.208762887,38.90578,-75.51275,17.97,1.03721,9,49.55555556,0.405855753,3.200922949,58.69164709,13.86663603,0.3605,2.100864873,1.623749753,0.706892873,0.355527724,0.996853103,0.300141865,0.708418602,1.303015106,0,-13
1485500,3.240579055,2.630299562,0.03163638,0.811675789,22.55,1.199468085,38.22892,-75.47144,15.46,1.66864,141.54,47.84659091,0.400900001,4.259142332,53.02732956,6.325269618,0.867,4.695433177,3.276996924,0.834604916,0.258359552,0.917682276,0.283184659,0.476673305,1.74340159,0,-10.9
1486000,3.274416153,2.674827543,0.030600833,0.816886864,22.8,1.222520107,38.21389,-75.67139,10.21,1.47125,11.18,46.44444444,0.422958038,1.893537041,42.11160116,11.87945081,0.8888,5.070658596,3.373949657,0.844506039,0.236841856,1.254532801,0.383131753,0.520550201,1.51786389,0,-10.9
1487000,3.339039014,2.60757013,0.042468989,0.78093431,23.05,1.245945946,38.72833,-75.56186,13.84,1.09998,187.41,49.19310345,0.417958798,2.595516789,38.68261864,9.921566304,0.4165,2.158201579,1.672383011,0.709765476,0.354995129,1.304607326,0.390713412,0.744016868,1.317448168,0,-13
1491000,3.305075975,2.59245614,0.050025721,0.784386247,21.85,1.213888889,38.99719,-75.78581,18.54,1.41948,292.04,48.52901786,0.420756428,2.520857233,33.00294405,8.065632658,0.2319,2.711638501,2.276448566,0.758678996,0.425617873,1.22951957,0.372009472,0.556539701,1.342325308,0,-12.4235
1510000,3.462294319,2.240820068,0.237057401,0.647206696,16.2,1.109589041,42.54118,-75.89964,482.21,28.76423,382.99,3.842696629,0.46091832,1.054860901,25.24562578,16.08824447,0.9804,4.506815006,3.907958547,0.867876569,0.503985762,1.900061028,0.548786687,0.50418879,1.321720993,0.072007708,-16.0426
1516500,3.182643395,2.266105298,0.199238598,0.712019858,18.25,1.116207951,41.79091,-77.01469,634.59,29.79686,31.48,4.886792453,0.456920273,1.197002775,29.82002113,15.50080225,0.9661,3.95898585,3.459232604,0.825131048,0.49060868,1.029182613,0.323373525,0.416854381,1.201383663,0,-15.4207
1518862,3.031641342,2.267785079,0.201111345,0.74803871,18.5,1.138461538,41.92313,-77.53193,600.87,37.28156,233.91,3.427440633,0.458989327,1.154388907,26.92625037,14.02503955,0.9837,3.946254663,3.442134554,0.829469642,0.503336971,1.19837841,0.395290298,0.429466195,1.643721058,0,-15.7286
1532000,3.195078713,2.29690731,0.176741267,0.718889115,18.8,1.119047619,41.70702,-76.48467,507.14,40.91626,553.94,3.357222844,0.453964375,1.266221296,31.88877352,15.54733932,0.9549,4.316377385,3.772380781,0.848866708,0.48531514,1.347748023,0.421819975,0.436231936,1.676304973,0,-14.736
1539000,3.423427789,2.360101848,0.156285913,0.689397292,20.4,1.136490251,41.07814,-76.43106,333.75,32.47937,701.78,4.596067918,0.45257333,1.281931465,32.84689658,15.63264112,0.8311,4.66934874,4.012789573,0.864375068,0.462749305,1.778496438,0.519507507,0.518896819,1.406484486,0,-15.5264
1542810,3.422528405,2.268752923,0.189716486,0.662887975,15.85,1.112280702,41.57895,-78.29251,492.7,45.55723,13.62,0.96,0.454815419,1.196305738,31.01812599,16.59146541,1,5.266090177,4.744777216,0.900412061,0.550344058,1.599205127,0.467258394,0.386466354,1.41962585,0,-15.0206
1543000,3.390019165,2.276676564,0.188056577,0.67158221,16.45,1.093023256,41.4134,-78.19695,543.37,36.53752,705.5,0.992888889,0.450639311,1.301087878,33.93708536,16.6757513,0.9922,5.141401135,4.598338306,0.895337795,0.534380368,1.647944612,0.486116606,0.448967038,1.937803671,0,-14.6131
1543500,3.4089295,2.283926448,0.181653611,0.669983479,17.1,1.092651757,41.31728,-78.10306,547.44,31.28232,1778.26,1.020021452,0.448123663,1.353188264,35.59339992,17.11813287,0.9878,5.123423743,4.570163491,0.894548372,0.524107205,1.630548211,0.478316789,0.482957364,2.05031437,0,-14.3537
1544500,3.363519507,2.290695181,0.203362893,0.681041146,17.5,1.107594937,41.4759,-77.82582,551.6,36.26274,355.06,0.951807229,0.446212022,1.399198454,36.29208259,16.51665322,1,5.060731784,4.537998036,0.892128244,0.530975321,1.634217303,0.485865267,0.485230738,1.039988747,0,-15.1862
1545600,3.384574949,2.298031951,0.192645541,0.678972097,17.55,1.090062112,41.38951,-77.69082,518.97,53.68312,120,0.970149254,0.432630012,1.88470305,46.61053372,16.31277943,1,5.191066694,4.613344655,0.897149346,0.503536545,1.517910981,0.448479057,0.514876336,1.069583278,0,-14.1559
1547700,3.135013005,2.347398152,0.156172998,0.748768234,20.4,1.133333333,41.05951,-77.60583,353.57,43.0263,113.54,1.209677419,0.455840592,1.162355466,30.56813564,15.54771803,0.9047,4.933508723,4.35365226,0.880398373,0.500770966,1.347965209,0.42997117,0.442897107,2.384803975,0.00297527,-15.1697
1548500,3.153345654,2.271782218,0.20208863,0.720435521,18.1,1.120743034,41.52174,-77.44748,546.71,39.14167,1557.05,1.029566626,0.455161395,1.221725203,29.48293235,14.67219303,0.9866,4.780098633,4.2352819,0.87675881,0.508506796,1.435443596,0.455212892,0.494162983,1.107207974,0,-14.8083
1549500,3.332225873,2.293808241,0.186519053,0.688371175,19.05,1.205696203,41.47368,-77.23081,528.16,32.39343,97.49,0.950920245,0.454524347,1.252028739,31.28929924,15.55964706,0.9888,4.496868177,3.906737119,0.859754604,0.481439597,1.511147062,0.453494787,0.471683755,1.008290102,0,-15.0026
1550000,3.369765914,2.292907214,0.179825513,0.680435162,17.8,1.206779661,41.41841,-77.03275,455.41,46.28526,452.68,1.172366621,0.45700722,1.19884973,27.68659,14.24547524,0.988,4.836366028,4.258416191,0.881260618,0.502453434,1.672919471,0.496449758,0.495114303,1.5637571,0,-14.3602
1552000,3.476997947,2.311664175,0.173059123,0.664844849,18.55,1.170347003,41.32508,-76.91246,461.43,37.27533,1129.49,3.89556429,0.451261463,1.332821341,33.44363478,15.41812417,0.9911,4.969154779,4.376224239,0.885104673,0.48687381,1.719249671,0.494463815,0.510549498,1.214325391,0,-14.4365
1552500,3.623085558,2.291999398,0.185169708,0.632609791,19.6,1.126436782,41.35702,-76.53467,535.24,46.46363,60.64,1.663461538,0.451239662,1.337832805,33.79184094,15.6106045,0.9956,5.110324774,4.518489392,0.897540984,0.493856182,1.982566016,0.547203753,0.484827873,1.182488991,0,-15.0374
1557500,3.153099247,2.359596112,0.158671824,0.748341846,18.95,1.12462908,40.68367,-78.23362,389.99,38.17147,115.3,1.115789474,0.447073834,1.364428033,36.55620691,16.26041119,0.9012,4.952728385,4.369767194,0.882674354,0.495209332,1.599417902,0.507252635,0.53043975,1.62476427,0.045960106,-15.272
1567500,3.212839151,2.433813703,0.126036066,0.757527404,21.3,1.213675214,40.37092,-77.40221,314.48,46.47316,38.77,0.892307692,0.458927241,0.914900534,26.44161296,23.04234711,0.7969,3.534509574,3.012205154,0.796606655,0.452560563,1.296613594,0.40357252,0.553409319,1.645361874,0.225621091,-14.897
1568000,3.329701574,2.424954155,0.128510858,0.728279727,21.2,1.23255814,40.32342,-77.16887,265.52,34.52646,534.39,1.029761905,0.444740844,1.291120109,37.51563587,18.88365774,0.7062,4.366582475,3.833884135,0.842628992,0.487523051,1.423346967,0.42746983,0.517278236,1.786342573,0.113782284,-15.5296
1580000,3.431727584,2.527252526,0.081688092,0.736437396,22,1.198910082,39.62997,-76.40331,174.3,12.44242,244.37,1.046153846,0.456305792,1.106998626,29.4296279,18.65982721,0.4241,2.511603683,2.146753948,0.752734193,0.456907121,1.30529953,0.380362222,0.715800754,1.106158908,0,-14.1
1583500,3.262125941,2.552896482,0.08072865,0.782586733,22.4,1.220708447,39.51078,-76.6765,156.32,13.67585,155.85,1.1,0.452261479,1.232334306,32.44555866,18.0157494,0.5155,2.860624185,2.416905685,0.763722724,0.436134135,1.099419442,0.337025444,0.730657372,1.049053952,0.168434279,-13.7057
1586610,3.304661191,2.544047967,0.088413479,0.769836246,22.4,1.201072386,39.45189,-76.95531,196.88,11.85286,72.7,1.016806723,0.455757721,1.16555746,29.02656055,16.08803429,0.3247,2.51629325,2.091591907,0.72684709,0.405830641,1.163194649,0.351986053,0.661737774,1.225913117,0,-14.039
1591400,3.28500616,2.624023504,0.083876423,0.798788001,23.1,1.225464191,39.25597,-77.05106,149.21,7.79146,59.09,1.031578947,0.460698153,0.998954629,26.13516527,19.43219537,0.3311,2.260570469,1.803956084,0.71749357,0.380321039,1.067365618,0.324920431,0.635939707,1.276611878,0,-14.1
1594950,3.921103354,2.453434305,0.189214297,0.625699984,15.25,1.101083032,39.27669,-79.39031,899.82,37.38218,6.12,1,0.44446375,1.547841503,38.625,15.375,0.9731,4.645882791,4.144298108,0.864965901,0.523308453,1.803768421,0.460015526,0.46828072,1.696369208,0,-16.2759
1596500,3.314265572,2.436867447,0.188402158,0.735266198,19.15,1.091168091,39.57006,-79.10194,663.42,53.96684,124.65,1,0.444503428,1.494552717,32.22422226,13.25394826,0.8759,4.469827189,3.911409412,0.851818191,0.476878615,1.536612479,0.463635893,0.441481526,1.855214393,0,-15.2383
1605500,3.209689254,2.516571869,0.137136101,0.784054676,19.15,1.243506494,38.63567,-79.33782,856.86,70.44106,463.85,0.950413223,0.437575282,1.626467031,43.14885864,15.89296092,0.9904,4.649156887,4.044636122,0.852298151,0.471469672,1.009597257,0.314546729,0.54443486,1.905030096,0.165201728,-13.8824
1606500,3.36347707,2.499055975,0.148750519,0.742997774,17,1.192982456,38.99122,-79.17587,836.38,75.86214,1684.55,0.950409996,0.445370004,1.361674588,36.48168771,16.68095777,0.9336,4.778170216,4.198566914,0.868890746,0.489592693,1.210237022,0.359817236,0.518890696,2.073786314,0.218157716,-14.1648
1613050,3.088505133,2.446746174,0.130491593,0.792210493,21,1.153846154,39.89842,-78.13223,261.6,35.54433,27.9,0.931818182,0.432171149,1.974184883,43.75071579,14.27221643,0.9354,4.187258127,3.666815216,0.83396503,0.471154404,1.238651983,0.401052266,0.418222661,2.081062626,0,-15.2693
1620500,3.398616016,2.527717823,0.123997408,0.743749165,22.25,1.275071633,38.33763,-79.24004,786.35,74.979,44.74,0.95,0.437617743,1.680787944,43.24541766,16.14530893,0.9722,4.888811167,4.183343269,0.871762826,0.433896124,1.632579503,0.480365977,0.414732516,1.983934882,0,-15.9424
1632000,2.931040383,2.549987953,0.11002487,0.869994139,20.55,1.223214286,38.63706,-78.8528,543.76,51.70815,543.36,1.092771084,0.443421976,1.488407594,39.07847384,16.45024511,0.708,4.936278611,4.279840821,0.882824187,0.469956504,0.946655485,0.322975927,0.39134057,1.673041167,0.014059601,-15.5394
1632900,2.908112252,2.592829227,0.098076329,0.891584988,21.45,1.198324022,38.69345,-78.64279,417.29,48.62437,245.05,1.059431525,0.449471372,0.731771063,29.70917648,36.05837118,0.5837,3.551706593,2.918349727,0.783806448,0.395233815,0.799203451,0.274818639,0.592229402,2.658132698,0.600787375,-12.9503
1634500,2.979180014,2.523664025,0.114828394,0.847100213,22,1.145833333,39.08122,-78.32945,344.44,47.4082,263.98,0.901960784,0.442908685,1.390160125,39.03887329,17.98949993,0.7781,4.94219719,4.34304389,0.88371617,0.492508283,0.990485105,0.332469035,0.482440402,2.881623355,0.010489452,-15.0288
1638480,3.034422998,2.558117112,0.084558382,0.843032469,21.7,1.243553009,39.25455,-77.57638,155.98,16.88797,232,1.033240997,0.438339207,1.352239522,40.76279329,23.72331516,0.4659,3.013347769,2.540955762,0.756075214,0.421985168,0.996602189,0.32843219,0.488001358,2.206750659,0.003584036,-13.8061
1639500,3.233238877,2.535294935,0.09612635,0.784134743,21.75,1.185286104,39.61236,-77.23744,198.1,11.61235,267.18,1.061904762,0.462809234,1.043644163,23.20608819,13.96834223,0.1173,2.017446724,1.617452233,0.69270973,0.379673787,1.14066726,0.352793995,0.56352095,1.703915879,0.018835001,-14.1274
1644000,3.047648186,2.557561752,0.084351799,0.839191926,22.05,1.225,39.01955,-77.57749,187.25,23.95326,859.17,1.073282443,0.444332963,1.172194788,36.50485047,23.86526975,0.6186,3.367721207,2.866630624,0.781567282,0.43517083,1.003884096,0.32939632,0.513835161,2.709998529,0.001868922,-13.7579
1658500,3.21813963,2.68545729,0.069357012,0.834475069,22.4,1.24099723,38.58734,-77.4286,97.44,6.88385,19.34,1,0.433807333,1.635729666,44.7333333,20.73333336,1,5.400619835,4.728876822,0.892101459,0.472730239,0.956238859,0.297140264,0.375389589,1.903958389,0,-13.4126
1664000,3.149028063,2.572003806,0.082796426,0.816761157,22.25,1.202702703,38.53068,-77.8136,216.1,30.32647,1605.1,1.049979347,0.44579841,1.20194558,36.1754662,21.16872343,0.7519,4.438354026,3.838439697,0.854354476,0.473973206,1.115832729,0.354341945,0.565654913,1.62412646,0.00052622,-13.969
1666500,3.200911704,2.658126461,0.082255398,0.830427924,22.4,1.201072386,38.32513,-78.09556,201.59,24.98287,463.15,1.033755274,0.447628649,1.158353352,34.65348409,22.06325255,0.8137,4.270827286,3.626818335,0.847894825,0.457157325,1.218049216,0.380531963,0.587109483,1.833380722,0.004718195,-14.2526
1667500,3.207982204,2.688156482,0.078811793,0.837958664,21.9,1.230337079,38.35041,-77.975,193.47,23.44026,1209.75,1.067032967,0.45187562,1.039237257,30.77003651,21.80308014,0.8033,4.112693994,3.466561583,0.832885554,0.443615627,1.158654251,0.361178516,0.563942018,1.985145399,0.001812215,-14.1348
1669000,3.196973306,2.678053881,0.041205983,0.837684155,22,1.164021164,37.87708,-76.90052,42.94,4.09652,71.84,35.59322034,0.405834,3.178491647,65.26666662,17.53333335,0.9098,4.586904115,3.395629538,0.834544322,0.316450929,0.959164931,0.300022815,0.668811677,1.425872663,0,-13
1669520,3.27315948,2.690151211,0.036819915,0.821882108,22.65,1.17357513,37.63375,-76.69635,25.42,4.97296,277.39,38.21276596,0.411340157,2.322664652,60.94009071,19.25652547,0.9295,5.241817303,3.632648259,0.858528515,0.262273161,1.133552108,0.346317408,0.598059019,1.744023436,0,-12.4147
